countyFIPS,County Name,State,stateFIPS,mean_age,Cluster,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,total weeks,CasesMay13,DeathMay13,pop2019,total_male,total_female,ProMBlack,ProFBlack,ProMWhite,ProFWhite,XSmokers,XUninsured,Unemployed,Income_Rt,XAsian,Ischemic,Cerebrovas,Hypertensi,Cardiomyop,Atrial,Peripheral,Alcohol_di,Drug_disor,Tuberculos,HIV_AIDS,LRI,Hepatitis,COPD,Asthma,Interstiti,Pancreatic,Tracheal,Mesothelio,Leukemia,Cardiovasc,Rheumatic,AVG_AQI,AVG_PM,tavg
1001,Autauga County,AL,1,39.65208792,5,0,0,0.083333333,0.04,0.03125,0.071428571,0.051724138,0.043010753,0.022058824,0.015625,0.020920502,0.320746795,93,4,55869,26995,28606,0.190887201,0.201426274,0.772698648,0.762112843,19,9,5.3,4.4,1.1,201.3,58.01,10.12,8.42,9.09,2.94,1.45,7.32,0.31,2.001,34.15,2.001,73.41,1.07,5.72,13.77,78.62,0.68,10.14,316.36,6.39,37.3599,9.35307,54.9565
1003,Baldwin County,AL,1,42.48579965,5,0,0,0,0,0.015151515,0.011560694,0.025510204,0.03030303,0.02962963,0.03202847,0.030821918,0.082525443,231,7,223234,105657,112365,0.088967129,0.089814444,0.875199939,0.870644774,17,12,5.4,4.6,1.1,164.85,55.05,11,8.4,9.17,2.53,2.53,13.3,0.2,1.81,21.82,0.21,45.27,0.94,6.34,12.38,58.78,1.05,9.22,272.04,3.97,38.8613,9.88868,54.2094
1005,Barbour County,AL,1,41.46955764,5,0,0,0,0,0,0.027027027,0.021276596,0.014492754,0.010416667,0.007692308,0.005649718,0.062796376,69,1,24686,13133,11748,0.485037691,0.482805584,0.488083454,0.493615935,22,13,8.6,5.9,0.5,140.82,53.42,10.42,14.65,7.22,3.14,2.72,5.4,0.42,4.03,33.95,0.2,60.07,1.63,6.47,15.5,83.52,0.58,10.36,255.09,4.69,34.6925,8.71276,52.0925
1007,Bibb County,AL,1,40.57414933,5,0,0,0,0,0,0,0,0.02173913,0.019230769,0.014084507,0.013157895,0.02173913,46,1,22394,11921,10479,0.247798004,0.173298979,0.735005453,0.806279225,20,12,6.6,4.2,0.2,217.48,99.82,12.83,6.99,8.5,3.12,1.22,13.03,0.26,1.24,41.3,0.2,75.08,1.31,5.55,15.02,84.04,0.76,10.86,378.09,5.84,33.0459,8.12562,54.5402
1009,Blount County,AL,1,40.80612527,5,0,0,0,0,0,0,0,0,0.021276596,0.018867925,0.015873016,0,45,0,57826,28500,29340,0.017789474,0.015098841,0.958140351,0.959406953,20,14,5.5,4.1,0.3,197.46,57.27,6.13,5.72,10.34,2.12,1.31,14.38,0.26,1.05,54.02,0.21,78.32,1.09,5.26,12.92,74.95,0.81,10.14,307.9,5.61,31.5848,7.73696,48.7821
1011,Bullock County,AL,1,40.45045045,5,0,0,0,0,0,0,0.055555556,0.035714286,0.015625,0.017045455,0.027906977,0.091269841,28,1,10101,5527,4611,0.678306495,0.741487747,0.292201918,0.22684884,23,15,7.2,6,0.3,205.93,54.1,12.2,14.11,6.52,3.6,3.05,5.63,0.58,3.87,30.74,0.22,41.85,2.05,5.58,15.49,60.73,0.4,9.1,322.56,5.98,36.4088,9.15808,52.8036
1013,Butler County,AL,1,42.04686857,5,0,0,0,0,0,0.019607843,0.015384615,0.026086957,0.03525641,0.033248082,0.042959427,0.061079415,230,6,19448,9165,10515,0.432296781,0.4638136,0.534533552,0.512030433,22,12,7.1,5.1,1.1,248.51,70.27,16.03,10.43,8.24,2.86,1.61,6.45,0.42,3.26,36.84,0.23,65.89,1.74,5.4,15.59,75.68,0.64,10.13,382.55,6.15,37.3653,9.3763,54.6517
1015,Calhoun County,AL,1,40.64332556,5,0,0,0,0,0.035294118,0.032258065,0.026315789,0.023622047,0.022058824,0.019736842,0.018181818,0.117490019,127,3,113605,54914,59363,0.204501584,0.217694524,0.760425392,0.745717029,20,11,6.7,4.9,0.9,263.43,54.64,4.9,8.31,8.15,2.14,1.5,11.51,0.37,1.73,61.55,0.25,78.86,1.14,5.4,14.79,91.09,0.87,10.69,368.25,5.65,33.5801,8.24324,48.404
1017,Chambers County,AL,1,42.12681181,5,0,0.088888889,0.057142857,0.035242291,0.059259259,0.072413793,0.068627451,0.067901235,0.06969697,0.070588235,0.072423398,0.449475775,324,22,33254,16093,17522,0.38855403,0.410512499,0.577331759,0.564490355,22,13,5.5,4.7,1.1,177.6,84.51,14.43,10.55,7.81,3.94,2.35,8.65,0.35,3.5,31.09,0.19,74.48,1.42,6.19,16.01,91.9,0.67,10.73,326.33,5.23,32.6924,8.13108,50.2663
1019,Cherokee County,AL,1,44.62064819,5,0,0,0,0,0,0,0,0,0,0.060606061,0.078947368,0,24,0,26196,12896,13136,0.044354839,0.040880024,0.929202854,0.931333739,19,12,5.2,4.6,0.3,196.04,55.49,6.77,9.62,6.48,2.51,1.33,11.15,0.24,0.96,44.22,0.19,84.73,1.01,5.57,13.2,82.7,0.77,10.32,301.07,5.12,34.5001,8.46135,47.0732
1021,Chilton County,AL,1,39.8563406,5,0,0,0,0,0,0.019230769,0.016393443,0.01369863,0.012048193,0.010752688,0.00952381,0.049322842,73,1,44428,21668,22485,0.102270629,0.105092284,0.871700203,0.870402491,20,15,5.6,4.9,0.5,241.5,58.35,8.07,7.27,7.97,3.04,1.15,12.96,0.19,1.13,44.68,0.23,80.01,0.97,4.85,14.1,83.74,0.83,10.9,351.7,5.89,34.4234,8.51246,54.4252
1023,Choctaw County,AL,1,44.3271904,5,0,0,0,0,0,0,0,0.027777778,0.023255814,0.047297297,0.065359477,0.027777778,72,2,12589,6070,6771,0.398352554,0.43376163,0.590939044,0.554718653,19,12,8.9,5.7,0.2,225.29,65,24.37,7.94,6.6,2.54,2.15,6.68,0.29,2.16,29.41,0.16,50.92,1.46,5.59,13.02,59.92,0.74,9.28,356.81,5.66,26.8513,6.47917,55.2359
1025,Clarke County,AL,1,42.15985099,5,0,0,0,0,0.041666667,0.032258065,0.022222222,0.015384615,0.02247191,0.015625,0.013422819,0.111531569,65,1,23622,11328,12592,0.434763418,0.45655972,0.546521893,0.523348158,21,13,11.1,8.8,0.5,192.26,65.86,9.63,9.55,7.8,2.83,2.38,5.97,0.29,2.09,27.31,0.2,59.21,1.45,6.19,14.14,60.11,0.85,9.72,313.4,5.16,33.4224,8.30148,55.0947
1029,Cleburne County,AL,1,41.62743125,5,0,0,0,0,0.083333333,0.083333333,0.076923077,0.076923077,0.076923077,0.076923077,0.066666667,0.320512821,13,1,14910,7421,7566,0.027085298,0.031720856,0.952701792,0.946867565,20,12,6.1,4.9,0.2,251.64,51.31,9.88,8.31,10.03,2.52,1.51,11.37,0.18,0.98,46.73,0.17,85.14,1.05,4.86,14.38,90.04,0.78,10.74,360.18,5.58,33.8942,8.35685,48.2628
1031,Coffee County,AL,1,39.81253105,5,0,0,0,0,0,0,0,0.006329114,0.005434783,0.00456621,0.0041841,0.006329114,158,1,52342,25521,26388,0.17197602,0.182014552,0.765212962,0.751819009,18,12,6.1,5,1.5,212.51,53.21,7.9,6.08,7.01,2.12,1.43,5.83,0.23,1.73,29.08,0.2,69.57,1.5,6.8,13.42,70.62,0.53,9.78,310.93,5.97,36.7258,9.1868,53.3068
1033,Colbert County,AL,1,41.95194692,3,0,0,0,0.090909091,0.05,0.068965517,0.045454545,0.027027027,0.018181818,0.01242236,0.010695187,0.282356181,74,2,55241,26259,28503,0.155832286,0.167806898,0.812140599,0.800336807,18,11,7,5,0.6,207.95,52.91,6.02,8.34,6.93,2.62,1.69,8.31,0.27,1.16,37.49,0.16,71.32,1.38,5.6,14.49,83.64,1.18,10.76,308.32,4.31,24.2156,5.87233,47.7783
1035,Conecuh County,AL,1,43.77061407,5,0,0,0,0,0,0,0,0,0,0.028571429,0.024390244,0,16,0,12067,5881,6396,0.441931644,0.481707317,0.535963272,0.498280175,23,15,8.6,5.4,0.2,213.48,63.47,15.26,17.31,10.15,3.13,3.13,10.51,0.56,3.57,32.16,0.27,67.58,1.34,5.46,15.94,78.24,0.73,10.69,349.78,5.4,37.7112,9.50359,54.5139
1037,Coosa County,AL,1,46.17298134,5,0,0,0,0.05,0.041666667,0.034482759,0.032258065,0.03030303,0.03030303,0.029411765,0.025,0.18871052,33,1,10663,5399,5316,0.29857381,0.319224981,0.67994073,0.657637321,21,13,6.1,4.2,0.1,195.07,53.08,9.57,6,7.92,3.27,3.01,10.27,0.25,1.64,33.6,0.23,69.9,1.24,5.39,14.56,74.47,0.59,9.92,301.93,5.97,35.4893,8.81077,52.8532
1039,Covington County,AL,1,42.48373775,5,0,0,0,0,0,0.027777778,0.02173913,0.017857143,0.016949153,0.013333333,0.012345679,0.067374051,56,1,37049,17896,19090,0.119970943,0.131849136,0.850469379,0.840701938,21,12,7,4.7,0.5,198.42,71.06,7.06,8.2,8.18,2.31,2.25,7.12,0.26,2,48.57,0.27,65.98,1.02,5.77,15.06,93.83,0.68,10.98,318.86,4.68,37.2568,9.35298,53.8072
1041,Crenshaw County,AL,1,41.35092942,5,0,0,0,0,0,0,0,0.020833333,0.038461538,0.03030303,0.038461538,0.020833333,48,1,13772,6674,7150,0.224602937,0.244055944,0.73539107,0.720839161,20,13,6,5.6,1.6,203.62,59.42,9.02,7.37,7.57,2.36,3.72,7.56,0.33,2.95,46.19,0.21,98.58,1.76,5.67,15.18,79.66,0.61,11.07,313.72,5.89,38.3009,9.62739,54.1724
1043,Cullman County,AL,1,40.85897956,5,0,0,0,0,0,0,0,0,0,0,0.006666667,0,67,0,83768,41245,42197,0.014886653,0.01189658,0.958007031,0.959120317,20,14,5.1,4.5,0.6,230.65,63,12.09,5.74,9.88,2.44,1.37,14.49,0.21,1.03,33.16,0.21,81.58,0.82,5.27,13.95,79.31,0.86,9.98,350.97,5.71,28.9594,7.06358,48.7537
1045,Dale County,AL,1,39.63734442,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,49172,24023,24933,0.196936269,0.221834517,0.753527869,0.722616613,19,11,5.9,5.2,1.3,189.01,46.78,15.76,7.32,7.94,2.22,1.81,7.8,0.27,2.03,26.2,0.23,75.32,1.54,6.43,14.1,85.48,0.56,9.85,291.55,4.64,35.9773,8.98442,52.6549
1047,Dallas County,AL,1,40.74631681,5,0,0,0,0,0.068965517,0.081081081,0.039473684,0.023255814,0.01744186,0.012931034,0.010452962,0.212776096,129,3,37196,17685,20625,0.691320328,0.716024242,0.288379983,0.268121212,22,12,9.4,6.8,0.5,269.99,76.01,14.24,14.25,5.11,3.4,2.49,6.84,0.68,4.7,49.67,0.23,54.46,2.47,6.62,16.25,83.23,0.61,10.45,412.98,6.61,35.1052,8.73211,55.4931
1049,DeKalb County,AL,1,39.98426859,5,0,0,0,0,0.034482759,0.026315789,0.018348624,0.011173184,0.014563107,0.0125,0.011673152,0.090320356,179,2,71513,35428,35957,0.0190245,0.018104959,0.92426894,0.929971911,22,18,6.2,4.6,0.4,237.05,60.08,12.47,7.96,6.31,2.37,1.75,10.77,0.29,0.87,34.55,0.19,93.61,0.96,5.2,13.02,73.6,0.74,10.08,354.46,8.05,32.5002,7.94669,46.6227
1053,Escambia County,AL,1,40.52896296,5,0,0,0,0,0.055555556,0.037037037,0.1,0.078947368,0.076923077,0.0625,0.04,0.271539961,38,3,36633,18628,18120,0.329235559,0.303863135,0.608546274,0.632229581,21,16,6.7,5.6,0.3,210.98,67.95,13.89,18.52,9.65,3.14,4.4,11.19,0.43,2.75,32.49,0.26,57.34,1.22,7.04,15.67,80.99,0.86,10.13,350.49,3.91,38.8242,9.86001,54.2923
1055,Etowah County,AL,1,41.43876873,5,0,0,0.085106383,0.071428571,0.068965517,0.057553957,0.063291139,0.050761421,0.044843049,0.045833333,0.045801527,0.397106989,197,10,102268,49653,52848,0.151350372,0.162333485,0.812015387,0.803757947,23,12,6,4.6,0.8,245.15,58.46,7.43,8.69,7.36,2.2,1.49,14.28,0.29,1.41,56.2,0.22,88.44,1.3,5.37,14.41,86.57,0.83,10.5,356.71,6.94,32.5625,7.97337,47.883
1057,Fayette County,AL,1,42.64369403,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16302,8023,8410,0.120029914,0.119738407,0.857160663,0.856004756,20,12,7,5.1,0.3,204.61,71.94,6.12,8.46,6.85,2.54,2.39,16.47,0.27,1.33,47.93,0.17,73.92,1.26,8.38,14.99,85.31,0.86,11.32,326.56,6.04,30.6134,7.50037,52.141
1059,Franklin County,AL,1,39.39967158,5,0,0,0,0,0,0,0.006097561,0.011111111,0.012531328,0.012048193,0.01384083,0.017208672,270,3,31362,15823,15540,0.05074891,0.04015444,0.908171649,0.924581725,21,16,6.1,4.6,0.4,236.81,78.39,9.05,8.83,11.02,2.16,1.82,17.26,0.3,1.13,43.79,0.18,96.5,0.98,4.84,15.42,100.03,0.93,11.42,375.76,5.74,26.286,6.39444,48.885
1061,Geneva County,AL,1,42.32395036,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,26271,12846,13468,0.093336447,0.095931096,0.872956562,0.871473121,22,16,5.9,4.8,0.3,219.33,61.22,10.53,6.63,8.05,2.45,1.54,6.46,0.22,1.63,24.28,0.21,68.06,1.32,7.58,13.27,83.94,0.66,10.62,330.38,4.42,36.1857,8.99215,52.9307
1063,Greene County,AL,1,42.95370485,5,0,0,0,0,0,0.02,0.03125,0.054054054,0.046511628,0.043956044,0.042105263,0.105304054,74,4,8111,3887,4346,0.797272961,0.804878049,0.189349112,0.18016567,24,12,10.1,5.3,0.2,187.51,52.38,12.09,12.58,6.84,3.11,2.46,6.91,0.49,3.34,42.98,0.19,45.2,2.83,6.81,16.52,72.66,0.65,9.9,304.94,6.79,29.4104,7.16202,55.6312
1065,Hale County,AL,1,41.02262644,5,0,0,0,0,0,0.046511628,0.033333333,0.027027027,0.018867925,0.042553191,0.05027933,0.106871988,74,2,14651,7008,7718,0.561929224,0.598989375,0.426084475,0.388960871,22,12,7.8,6,0.3,234.61,65.88,13.65,9.63,5.69,3.03,1.58,6.58,0.31,2.14,42.37,0.19,50.51,1.98,6.33,16.81,79.2,0.7,10.93,361.32,6.4,31.3927,7.70092,55.6418
1071,Jackson County,AL,1,42.55045907,5,0.5,0.125,0.05,0.064516129,0.047619048,0.042553191,0.037735849,0.033333333,0.03030303,0.027027027,0.036144578,0.900757551,60,2,51626,25390,26346,0.036352895,0.035375389,0.913272942,0.911979048,22,14,6.4,4.8,0.6,244.33,62.74,7.15,6.83,6.82,2.43,2.23,10.29,0.24,0.91,34.96,0.2,86.22,1.3,5.12,15.61,94.3,1.14,11.77,355.9,5.54,30.227,7.35373,46.2361
1073,Jefferson County,AL,1,39.2965814,5,0,0,0.012195122,0.017515924,0.040322581,0.049943246,0.050572519,0.053377815,0.057920447,0.057979677,0.054670913,0.223927206,1199,64,658573,311591,347709,0.419643058,0.447914779,0.546360453,0.518295471,18,11,5.9,5.5,1.7,182.25,72.48,9.27,10.38,8.12,2.81,3.71,22.64,0.48,3.83,39.55,0.34,48.44,1.68,6.92,14.92,64.73,0.79,9.94,313.01,4.85,33.768,8.32184,51.6681
1075,Lamar County,AL,1,43.14016661,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13805,6767,7077,0.102260972,0.109368376,0.876311512,0.869577505,21,13,5.7,4.6,0.1,215.07,63.01,5.33,7.74,7.03,2.47,1.27,9.57,0.23,1.33,44.74,0.17,80.67,1.25,5.04,14.02,85.99,0.84,9.9,326.28,6.13,29.5663,7.22435,51.8895
1077,Lauderdale County,AL,1,41.85192874,5,0,0.083333333,0.052631579,0.045454545,0.12,0.060606061,0.028169014,0.019607843,0.017094017,0.013793103,0.01183432,0.409802376,102,2,92729,44327,48060,0.096194193,0.10474407,0.872989374,0.866853933,19,11,6.4,5,0.8,158.41,59.14,6.45,6.87,6.79,2.81,2.15,10.38,0.25,1.03,33.02,0.21,65.65,1.16,7.2,13.67,76.57,1,10.09,263,3.97,22.1715,5.3612,47.1637
1079,Lawrence County,AL,1,41.78942413,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,32924,16047,16910,0.10643734,0.112241277,0.784134106,0.779952691,21,14,7,5,0.2,231.99,68.61,7.52,9.01,8.3,2.68,1.9,13.83,0.25,0.87,35.66,0.15,83.66,1.2,5.49,13.9,89.37,0.96,11.23,353.66,5.4,24.385,5.90615,47.9576
1081,Lee County,AL,1,36.35260298,5,0,0.024096386,0.021052632,0.028070175,0.048338369,0.07253886,0.070731707,0.068807339,0.069414317,0.060836502,0.0609319,0.333635468,436,30,164542,80639,83302,0.216421335,0.244892079,0.716142313,0.695553528,19,12,5.3,6.3,3.7,172.89,58.34,20.21,7.08,5.71,2.54,1.73,5.41,0.37,2.7,34.98,0.18,65.86,1.15,5.9,13.92,71.45,0.55,9.97,291.35,5.7,32.242,8.05591,50.9723
1083,Limestone County,AL,1,39.85945003,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,98915,48156,48018,0.143118199,0.133866467,0.808538915,0.81469449,19,12,5.3,5.2,1.6,196.98,60.18,5.97,5.88,11.59,2.91,1.31,6.71,0.35,2.12,27.44,0.17,56.56,1.07,5.79,12.13,70.74,0.86,9.7,307.06,4.11,24.2325,5.85155,46.6478
1085,Lowndes County,AL,1,41.71756118,5,0,0,0,0,0,0.016949153,0.06097561,0.072072072,0.064516129,0.046296296,0.046332046,0.149996834,111,8,9726,4670,5304,0.71006424,0.739064857,0.273233405,0.246794872,22,12,10.8,5.4,0.3,258.17,70.04,19.79,10.6,7.03,3.53,1.67,4.59,0.55,5.05,31.34,0.22,44.33,2.53,6.67,16.15,68.01,0.57,10.12,399.51,8.94,38.2376,9.61113,55.004
1087,Macon County,AL,1,41.34533429,5,0,0,0.166666667,0.105263158,0.074074074,0.055555556,0.047619048,0.037735849,0.034482759,0.029850746,0.045977011,0.486914351,53,2,18068,8383,10056,0.788381248,0.823090692,0.187522367,0.154733492,22,11,7.7,5.7,0.5,265.25,56.28,13.83,9.04,6.24,3.7,2.71,7.37,0.54,5.05,37.59,0.21,35.97,2.07,5.26,17.79,67.67,0.46,9.72,383.22,7.64,36.1596,9.08852,52.306
1089,Madison County,AL,1,39.59774369,5,0,0.009345794,0.012121212,0.015463918,0.01980198,0.017857143,0.016806723,0.015444015,0.014084507,0.012698413,0.011560694,0.106840785,259,4,372909,179074,187445,0.23762802,0.259916242,0.702190156,0.675366107,16,10,5.2,5,2.7,126.46,55.02,5.59,5.79,9.45,2.85,1.52,6.28,0.41,1.38,31.13,0.15,53.14,1.17,6.18,14.06,64.76,0.71,10.05,228.24,4.62,30.1968,7.3215,46.3705
1091,Marengo County,AL,1,41.39240842,5,0,0,0.071428571,0.041666667,0.052631579,0.065217391,0.044117647,0.054945055,0.050847458,0.04,0.034482759,0.33000691,91,5,18863,8933,10133,0.498152916,0.527484457,0.484047912,0.455442613,21,11,7.4,7.2,0.3,245.82,70.82,11.45,8.25,6.07,2.69,2.08,6.43,0.26,1.8,35.22,0.17,52.67,1.63,5.89,14.67,73.08,0.75,10.16,371.26,5.92,29.7697,7.27522,55.8556
1093,Marion County,AL,1,42.88111347,5,0,0,0.086956522,0.051724138,0.076923077,0.08,0.076086957,0.09,0.093457944,0.094017094,0.088709677,0.461690693,100,9,29709,14686,15077,0.046030233,0.03170392,0.933201689,0.947204351,21,13,6.7,4.9,0.3,266.53,54.33,7.17,6.55,8.98,1.9,1.02,7.2,0.24,1.03,40.09,0.16,79.24,1.18,5.08,13.4,78.71,0.83,10.04,370.65,5.95,28.0852,6.84981,50.3423
1095,Marshall County,AL,1,39.38384793,5,0,0,0.022222222,0.009174312,0.01659751,0.018987342,0.017021277,0.015358362,0.014040562,0.013636364,0.012765957,0.099361025,586,9,96774,47502,48607,0.036209002,0.024399778,0.923561113,0.936346617,22,15,5.5,4.6,0.8,217.41,70.5,6.04,6.52,6.71,2.52,2.53,13.49,0.28,0.99,39.64,0.18,97.47,1.07,5.11,14.04,91.09,0.79,10.24,337.06,6.34,30.8339,7.52015,47.0854
1097,Mobile County,AL,1,39.34176932,5,0,0.035087719,0.02811245,0.021390374,0.043478261,0.050912584,0.057971014,0.062135922,0.058177827,0.053717026,0.051663748,0.299088325,1545,96,413210,197077,216680,0.347488545,0.373117039,0.604941216,0.580242754,19,13,6.9,5.3,2,201.22,63.37,10.95,13.98,8.45,2.77,3.76,11.82,0.38,5.7,36.03,0.44,54.82,1.44,7.39,14.19,72.85,1.34,9.94,328.48,4.19,34.8792,8.66762,54.3296
1099,Monroe County,AL,1,42.70004341,5,0,0,0,0,0.111111111,0.083333333,0.066666667,0.111111111,0.090909091,0.058823529,0.044444444,0.372222222,18,2,20733,10005,11062,0.392403798,0.430301935,0.569515242,0.534623034,22,14,9.4,8.8,0.4,196.12,67.77,11.91,14.16,11.5,2.99,2.31,7.93,0.28,2.14,37.04,0.2,55.39,1.26,6.3,14.87,72.17,0.88,9.76,329.76,4.84,36.408,9.14036,54.8881
1101,Montgomery County,AL,1,38.5233414,5,0,0.028571429,0.012345679,0.005291005,0.011857708,0.018867925,0.025157233,0.026950355,0.027162978,0.02351314,0.023587493,0.129041332,705,19,226486,106522,119241,0.573919003,0.604607476,0.37399786,0.346407695,20,12,5.9,5.5,2.9,158.98,61.15,11.9,10.46,7.31,2.89,1.62,6.05,0.69,6.14,31.92,0.26,57.69,1.97,6.7,15.23,60.83,0.52,9.5,276.23,4.53,41.3306,10.4721,54.0102
1103,Morgan County,AL,1,40.61495751,5,0,0,0,0,0,0,0,0.01010101,0.007575758,0.004739336,0.003355705,0.01010101,99,1,119679,58682,60407,0.128011997,0.132881951,0.829624076,0.826179085,20,14,5.6,4.8,0.8,198.56,63.09,13.75,9.23,7.92,2.85,2.15,11.41,0.26,1.04,33.36,0.17,69.29,0.86,4.86,12.99,74.14,0.8,10.5,320.29,5.13,23.6025,5.69674,47.4751
1105,Perry County,AL,1,40.6511263,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,8923,4281,4859,0.662695632,0.693146738,0.320018687,0.292447006,23,13,10.6,5.4,0.5,255.76,82.05,10.51,10.3,6.81,4.05,3.4,9.95,0.4,2.15,36,0.19,56.22,2.39,6.03,16.62,75.12,0.64,11.29,399.7,7.04,33.0405,8.15249,55.3978
1107,Pickens County,AL,1,42.11741094,5,0,0,0,0,0.022727273,0.020833333,0.034482759,0.028571429,0.046511628,0.041666667,0.041666667,0.106614793,70,2,19930,9948,9990,0.380679534,0.423623624,0.596602332,0.56006006,21,13,6.9,6.3,0.3,219,62.09,10.54,8.4,7.05,2.67,1.44,10.53,0.39,1.93,57.1,0.16,54.2,1.44,6.03,15.04,81.74,0.8,10.55,338.96,7.64,30.5071,7.46165,54.0728
1109,Pike County,AL,1,37.28641964,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,33114,16098,17240,0.357311467,0.395011601,0.587215803,0.563225058,22,14,6.4,6.3,2.2,190.73,62.51,19.35,10.57,8.5,2.95,3.62,6.7,0.4,4.09,38.91,0.24,62.54,1.81,6.58,16.05,74.9,0.59,10.62,322.38,5.52,37.5547,9.44419,53.459
1111,Randolph County,AL,1,42.42980371,5,0,0,0.066666667,0.066666667,0.051724138,0.064516129,0.054945055,0.05982906,0.058333333,0.056451613,0.0546875,0.364347715,117,7,22722,11056,11669,0.18813314,0.201216899,0.785908104,0.771274317,20,14,5.7,4.9,0.4,239.4,59.62,9.97,7.82,8.43,2.78,1.85,10.04,0.22,1.68,40.05,0.18,65.56,1.24,4.74,14.05,63.13,0.6,9.91,354.06,5.05,33.424,8.28198,49.1522
1113,Russell County,AL,1,38.42406963,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,57961,27745,30036,0.445377546,0.467439073,0.512380609,0.487714742,22,11,5.6,5,0.9,168.23,63.44,17.24,12.26,6.52,3.16,3.23,9,0.45,4.01,41.61,0.19,71.37,1.42,5.95,14.72,88.19,0.57,9.7,294.76,4.67,31.6415,7.9139,51.2631
1115,St. Clair County,AL,1,40.34981343,5,0,0,0,0,0,0,0.012987013,0.011494253,0.010526316,0.009259259,0.007633588,0.024481266,87,1,89512,44027,44663,0.099984101,0.089156573,0.872964317,0.882273918,20,12,5.3,4.2,0.8,226.5,60.84,6.09,6.31,8.41,2.26,1.76,16.46,0.26,1.1,45.46,0.24,82.78,1.17,5.11,13.37,82.88,1.29,10.33,338.03,5.69,33.147,8.11329,49.4418
1117,Shelby County,AL,1,39.68489035,5,0,0.02247191,0.03030303,0.020746888,0.021582734,0.034375,0.04719764,0.047244094,0.04589372,0.040425532,0.036398467,0.223921297,381,18,217702,104270,111437,0.125165436,0.135682045,0.834487389,0.82260829,17,8,4.4,4.2,2.1,128.6,49.36,15.62,5.44,8.66,2.18,1.42,11.42,0.22,0.9,31.1,0.19,45.7,0.76,5.44,11.8,50.63,0.71,8.84,232.57,4.59,33.3336,8.16405,52.503
1119,Sumter County,AL,1,39.72459162,5,0,0,0,0,0,0.035714286,0.045977011,0.036363636,0.030487805,0.028571429,0.030701754,0.118054934,110,4,12427,5802,6889,0.708893485,0.725504427,0.263874526,0.242996081,23,12,7.8,6.8,1.5,197.24,62.22,16.52,10.4,8.39,2.87,1.92,5.4,0.51,3.71,42.33,0.18,41.81,2.2,5.27,14.98,68.58,0.56,8.89,325.61,6.36,25.3152,6.04984,55.816
1121,Talladega County,AL,1,41.22549326,5,0,0,0,0,0.038461538,0.033898305,0.029850746,0.026315789,0.024390244,0.03125,0.042735043,0.128526379,76,2,79978,38580,41248,0.319491965,0.336549651,0.650725765,0.636176299,21,11,6.8,4.9,0.6,214.7,67.9,7.71,8.12,8.07,2.86,1.23,8.97,0.34,2.08,48.46,0.21,80.88,1.54,5.35,15.18,84.33,0.69,10.64,337.15,6.17,33.8261,8.32297,50.7522
1123,Tallapoosa County,AL,1,43.29823866,1,0,0.071428571,0.023255814,0.026845638,0.05785124,0.064285714,0.075657895,0.150887574,0.155672823,0.153658537,0.152777778,0.470212446,338,51,40367,19632,20865,0.261919315,0.280469686,0.713376121,0.695806374,21,12,5.6,5.1,0.5,201.8,57.93,16.38,7.55,7.19,3.51,2.09,7.61,0.29,2.15,44.48,0.18,75.44,1.14,4.72,14.57,73.83,0.58,9.88,318.12,5.51,35.4667,8.84353,51.512
1125,Tuscaloosa County,AL,1,37.08610972,5,0,0,0,0,0,0.004926108,0.016129032,0.026490066,0.018561485,0.018987342,0.01946472,0.047545207,302,8,209355,100589,108322,0.302160276,0.337964587,0.663531798,0.629955134,20,10,5.8,5,1.5,173.57,66.7,18.38,11.34,7.17,2.63,2.18,11.74,0.42,1.77,49.87,0.18,60.06,1.2,7.65,14.51,70.66,0.8,9.88,305.46,5.17,32.195,7.90445,53.9124
1127,Walker County,AL,1,41.40713307,5,0,0,0,0,0,0,0,0,0.006097561,0.003546099,0.005249344,0,111,0,63521,31040,32671,0.059246134,0.06406293,0.910180412,0.909001867,20,13,7.6,4.9,0.6,245.73,57.56,8.6,8.47,8.68,2.15,2.31,34.68,0.28,1.37,54.55,0.26,107.9,1.39,7.07,16.47,111.93,0.95,12.2,360.35,6.57,31.3001,7.67685,51.1136
1129,Washington County,AL,1,41.7792172,6,0,0.333333333,0.142857143,0.083333333,0.055555556,0.029411765,0.047619048,0.087719298,0.080645161,0.092307692,0.083333333,0.779829476,57,5,16326,8055,8323,0.233147114,0.236933798,0.665301055,0.658296287,21,12,8.7,4.8,1.2,206.34,64.29,23.94,8.66,9.06,2.54,2.44,6.37,0.26,2,28.12,0.18,54.21,1.15,6.29,13.96,76.02,1.17,10.64,341.06,5.14,33.4505,8.3105,54.7441
